event_id,user_id,timestamp,route_id,ticket_price,bookings_last_60s,travel_distance_km,time_since_last_booking,label
evt_01491,2243,1770015451,2,1078,0,393,3112,normal
evt_02192,5877,1772205863,2,902,1,393,5686,normal
evt_a0303,8658,1767489279,1,473,20,119,4,anomalous
evt_01022,5227,1774356465,4,455,1,162,5840,normal
evt_02650,1977,1773033712,3,455,1,145,165,normal
evt_01736,6544,1773817770,5,318,0,95,570,normal
evt_03603,4810,1770644949,3,320,1,145,5297,normal
evt_02290,6143,1774698764,0,257,0,116,3451,normal
evt_01174,3683,1773523736,2,1065,1,393,12178,normal
evt_03351,2362,1772579138,2,1042,0,393,457,normal
evt_04300,2084,1773667985,3,486,1,145,2906,normal
evt_02657,5972,1773760862,2,945,1,393,329,normal
evt_02425,9807,1774116492,0,392,1,116,1784,normal
evt_00550,7102,1770831578,5,267,0,95,862,normal
evt_04159,3938,1774686166,5,295,1,95,4178,normal
evt_02293,7730,1770576869,5,179,0,95,15036,normal
evt_01391,7051,1774339091,4,499,0,162,6563,normal
evt_00363,7846,1774080148,1,336,2,119,9352,normal
evt_04037,5610,1768919049,3,415,0,145,3409,normal
evt_02960,4185,1774638443,6,712,0,206,1121,normal
evt_04343,3404,1771835866,3,502,0,145,1969,normal
evt_02858,5539,1771433250,5,263,1,95,1753,normal
evt_03075,3832,1772734033,6,614,1,206,873,normal
evt_03907,3211,1768911162,6,701,0,206,17389,normal
evt_01939,6093,1772830499,5,359,0,95,3953,normal
evt_00869,9764,1767388755,0,342,0,116,4789,normal
evt_02669,5173,1771925142,1,338,1,119,5215,normal
evt_02695,6973,1767606496,3,421,1,145,1804,normal
evt_00494,7743,1774396751,6,754,0,206,4286,normal
evt_02524,5123,1769414652,5,278,0,95,8867,normal
evt_03960,3935,1768683059,4,435,0,162,3438,normal
evt_04484,5900,1769719655,6,627,0,206,14347,normal
evt_03087,4559,1774455162,6,682,2,206,5233,normal
evt_03398,1875,1772406565,2,714,0,393,2076,normal
evt_04418,2565,1767981711,5,209,0,95,654,normal
evt_04228,9708,1770326430,4,622,1,162,2713,normal
evt_02386,8953,1769970280,2,761,1,393,5324,normal
evt_02678,4872,1768400497,2,1142,1,393,511,normal
evt_00710,7518,1774733454,2,1018,1,393,1153,normal
evt_03315,1815,1767703684,5,230,1,95,1064,normal
evt_00449,3230,1769615247,6,470,0,206,345,normal
evt_01110,8798,1772617420,3,378,0,145,2577,normal
evt_00971,6946,1767894577,5,288,1,95,5229,normal
evt_01838,7194,1773245926,6,683,0,206,1510,normal
evt_03953,8812,1768827429,1,457,0,119,3566,normal
evt_04501,7637,1770112779,2,849,0,393,2902,normal
evt_01050,3327,1772895519,0,342,2,116,3099,normal
evt_03433,1943,1770023805,5,277,0,95,9616,normal
evt_03254,9048,1772553340,4,488,2,162,2104,normal
evt_04423,3137,1768638325,4,632,0,162,2874,normal
evt_04018,6253,1772645557,6,622,0,206,6155,normal
evt_03846,1018,1768417776,2,1189,0,393,4419,normal
evt_00077,7211,1772484121,3,380,0,145,3217,normal
evt_02943,2448,1773599182,4,393,0,162,1327,normal
evt_02055,1109,1771007113,1,341,0,119,5208,normal
evt_03355,6685,1774716411,1,445,0,119,1801,normal
evt_00330,9281,1770802789,3,480,0,145,1793,normal
evt_03681,2914,1769773246,1,422,0,119,6765,normal
evt_01437,2070,1771780121,1,288,0,119,905,normal
evt_02799,2096,1774807018,4,368,0,162,2037,normal
evt_00760,6432,1774099469,1,291,1,119,3479,normal
evt_03713,5209,1774106961,4,499,0,162,2174,normal
evt_a0273,3026,1768416483,6,1499,2,206,5968,anomalous
evt_00045,1998,1773034792,4,605,0,162,2008,normal
evt_00191,8724,1767469099,1,506,0,119,1434,normal
evt_a0346,9999,1771727055,3,552,11,145,5,anomalous
evt_04125,8401,1774949113,2,1034,0,393,6179,normal
evt_01801,1513,1774893855,4,329,1,162,810,normal
evt_02130,5157,1771118318,2,931,0,393,1274,normal
evt_02016,1812,1769011954,1,494,0,119,306,normal
evt_a0367,4967,1773024801,1,303,15,119,5,anomalous
evt_03714,1862,1771948437,2,1141,0,393,2134,normal
evt_02667,6527,1768667635,4,455,0,162,2487,normal
evt_04043,4221,1770817497,5,310,1,95,5652,normal
evt_02592,1369,1772718595,2,1015,0,393,20085,normal
evt_02854,4616,1772960796,1,290,0,119,2583,normal
evt_a0189,2393,1771279518,2,995,4,820,5,anomalous
evt_02489,8317,1770916786,6,709,0,206,1365,normal
evt_03159,1611,1767371998,2,995,0,393,3231,normal
evt_03766,2833,1773914205,2,994,1,393,60,normal
evt_03760,8972,1770469111,1,426,0,119,1258,normal
evt_02099,9084,1769163783,6,541,1,206,1392,normal
evt_00201,4990,1774894440,2,889,0,393,6210,normal
evt_01542,5940,1773234417,3,368,1,145,3637,normal
evt_03366,3400,1767614536,2,990,0,393,2497,normal
evt_02776,1293,1770393243,2,1112,0,393,7257,normal
evt_01735,1221,1773366842,5,361,0,95,2013,normal
evt_00025,6310,1770967486,4,493,1,162,785,normal
evt_a0167,8548,1773579486,2,989,4,887,7,anomalous
evt_03610,7096,1773061661,0,369,1,116,1199,normal
evt_01362,4307,1770641549,6,568,0,206,3290,normal
evt_00881,8786,1772527957,0,318,0,116,2374,normal
evt_01825,7484,1767266117,3,485,0,145,2497,normal
evt_01529,1295,1771920508,6,719,0,206,16831,normal
evt_02555,5885,1769241703,0,297,0,116,14075,normal
evt_04076,4362,1771667184,6,685,1,206,116,normal
evt_03848,8660,1769028209,1,418,2,119,10586,normal
evt_01261,9605,1769195775,4,465,0,162,165,normal
evt_03544,8722,1774708162,2,804,2,393,9171,normal
evt_03650,2543,1768310461,6,623,0,206,1717,normal
evt_03195,1190,1768389980,3,416,0,145,4986,normal
evt_04263,9564,1774478863,0,266,1,116,1512,normal
evt_01405,8278,1767882112,4,418,0,162,238,normal
evt_00648,3999,1774644280,6,848,0,206,7314,normal
evt_04517,6888,1774706567,5,282,0,95,999,normal
evt_03431,7230,1769246587,5,263,1,95,2134,normal
evt_00870,8183,1772874617,5,228,0,95,3639,normal
evt_01157,3430,1769951481,0,319,0,116,2471,normal
evt_03156,8782,1767331089,6,732,0,206,1335,normal
evt_a0057,5912,1770541823,2,1044,11,393,1,anomalous
evt_03752,9324,1774271544,6,644,0,206,4029,normal
evt_00010,3664,1770110293,2,828,1,393,1243,normal
evt_03359,2077,1767651579,1,422,2,119,4381,normal
evt_00252,8172,1774968097,1,438,0,119,1792,normal
evt_03874,5454,1773570058,2,999,1,393,1861,normal
evt_a0358,5466,1772505360,4,445,14,162,10,anomalous
evt_00222,1430,1771951640,6,828,0,206,1169,normal
evt_a0144,7684,1772499977,6,791,6,531,5,anomalous
evt_04434,8731,1773662219,1,292,1,119,122,normal
evt_03577,1657,1773503218,2,936,0,393,114,normal
evt_03611,3517,1774017394,4,414,0,162,60,normal
evt_00023,5889,1773753214,6,638,0,206,5372,normal
evt_04464,2817,1767474440,1,241,0,119,1075,normal
evt_03203,4351,1772781273,1,456,0,119,3344,normal
evt_03527,4627,1769591098,2,986,1,393,2322,normal
evt_01054,6431,1770501269,3,487,0,145,4245,normal
evt_02906,9547,1771692592,1,437,0,119,2911,normal
evt_02200,1800,1770126715,1,408,1,119,2840,normal
evt_04345,5977,1771938189,3,520,0,145,19190,normal
evt_03399,8811,1768455457,6,564,0,206,1097,normal
evt_02648,2114,1770933897,6,710,0,206,570,normal
evt_02703,6332,1773858902,0,339,1,116,982,normal
evt_00923,6507,1767884601,1,268,0,119,5322,normal
evt_02727,8206,1772899789,5,220,0,95,434,normal
evt_01506,4085,1770895849,3,479,0,145,6073,normal
evt_02458,1232,1774610227,0,245,1,116,2838,normal
evt_03077,5994,1772088624,0,317,0,116,8702,normal
evt_00394,2653,1771854352,0,406,1,116,98,normal
evt_01333,5961,1772054677,3,359,0,145,7384,normal
evt_03824,9055,1772560748,1,426,0,119,1949,normal
evt_a0135,3314,1771810723,2,847,3,745,2,anomalous
evt_04577,2372,1767901283,3,548,0,145,910,normal
evt_02604,3255,1769772711,2,1123,0,393,559,normal
evt_03396,4538,1767825693,6,589,1,206,1423,normal
evt_a0384,6809,1767756609,0,330,18,116,8,anomalous
evt_00143,6280,1771902937,3,433,2,145,1137,normal
evt_02110,3217,1768498340,2,879,0,393,130,normal
evt_01292,1962,1767645128,4,393,1,162,942,normal
evt_03081,8606,1769707487,3,321,0,145,145,normal
evt_03749,6477,1773944180,0,309,0,116,1937,normal
evt_02622,2605,1770564237,6,487,1,206,2244,normal
evt_00969,4308,1774077727,3,372,0,145,1304,normal
evt_00397,6224,1771700152,5,223,0,95,395,normal
evt_02005,2789,1771537576,6,548,0,206,1883,normal
evt_a0357,9001,1773536615,4,518,17,162,7,anomalous
evt_03357,8257,1772739099,6,622,0,206,172,normal
evt_04225,1927,1772747397,2,890,1,393,2735,normal
evt_03488,8844,1773914302,5,278,0,95,453,normal
evt_00782,3406,1767690737,4,575,0,162,371,normal
evt_03255,8182,1774268044,3,397,0,145,10707,normal
evt_00956,8680,1772798290,6,582,0,206,2154,normal
evt_04288,5174,1770890428,1,546,0,119,10438,normal
evt_00166,3361,1770394232,0,354,0,116,10142,normal
evt_01725,7258,1774604565,5,237,0,95,261,normal
evt_02824,7364,1768746210,5,316,0,95,3789,normal
evt_00006,5333,1773509796,4,442,0,162,722,normal
evt_04565,8626,1774361109,3,284,0,145,1690,normal
evt_04411,7641,1772104833,0,330,0,116,4069,normal
evt_04033,5880,1773733224,1,412,0,119,2284,normal
evt_01708,6618,1769608317,4,330,0,162,9707,normal
evt_01973,2225,1771407320,2,942,1,393,5778,normal
evt_01210,3025,1770820430,2,969,1,393,6759,normal
evt_a0142,8693,1774575402,2,708,5,860,1,anomalous
evt_04327,1927,1767552724,6,758,2,206,66,normal
evt_04416,8073,1774046831,4,251,1,162,2585,normal
evt_03146,6615,1772716400,0,366,0,116,125,normal
evt_01866,1076,1774349847,4,646,2,162,6828,normal
evt_a0304,6321,1774925055,2,859,19,393,2,anomalous
evt_02699,3882,1769434133,4,503,1,162,1459,normal
evt_03465,5933,1769010843,0,327,0,116,891,normal
evt_00094,7812,1767727595,3,440,1,145,60,normal
evt_01376,3064,1771251275,5,336,0,95,752,normal
evt_00875,8257,1769210015,3,528,0,145,1619,normal
evt_02835,5487,1770629374,3,368,0,145,2284,normal
evt_02080,6460,1774377464,5,251,0,95,1885,normal
evt_01796,7360,1774023829,1,428,0,119,7238,normal
evt_01789,8548,1769260648,5,242,1,95,990,normal
evt_01831,3846,1770372648,3,440,0,145,4061,normal
evt_01306,1067,1771338505,4,532,1,162,1266,normal
evt_03980,2692,1771614703,5,377,0,95,3226,normal
evt_01684,8198,1768476577,3,471,0,145,1836,normal
evt_02481,8074,1768654042,4,550,0,162,204,normal
evt_03386,3317,1770808364,5,269,0,95,1013,normal
evt_a0133,4008,1769262058,2,1273,7,960,3,anomalous
evt_00574,1916,1773178758,4,462,1,162,1422,normal
evt_02034,3052,1774430869,6,623,0,206,9814,normal
evt_a0356,7429,1770686109,1,385,10,119,10,anomalous
evt_03826,9987,1771233594,0,422,1,116,74,normal
evt_a0163,4718,1774105169,6,618,4,641,8,anomalous
evt_00377,9998,1774378484,5,277,0,95,1620,normal
evt_03327,5201,1774295077,3,495,0,145,140,normal
evt_04576,9467,1772814305,3,439,0,145,2339,normal
evt_a0075,1286,1772007787,0,288,13,116,2,anomalous
evt_02997,6292,1767640804,1,450,0,119,338,normal
evt_02664,3281,1773504778,6,688,0,206,3947,normal
evt_01908,8935,1768150182,6,701,0,206,1816,normal
evt_02236,8021,1773302269,3,455,0,145,767,normal
evt_00917,2285,1773346969,3,516,0,145,5555,normal
evt_00055,3200,1769284240,0,408,0,116,8151,normal
evt_02588,7108,1767787291,3,406,0,145,4438,normal
evt_03416,2329,1773479285,1,373,0,119,3435,normal
evt_02582,6077,1767383924,0,279,0,116,655,normal
evt_00242,2234,1768588423,1,377,0,119,934,normal
evt_00615,1202,1773329740,6,731,1,206,7365,normal
evt_a0110,9386,1773359850,2,873,3,763,3,anomalous
evt_02024,2740,1771958092,0,488,1,116,3915,normal
evt_02429,6543,1769158548,0,245,0,116,7035,normal
evt_01463,3369,1767707820,5,269,0,95,7710,normal
evt_00164,3492,1771043657,6,526,2,206,263,normal
evt_01012,4285,1768731707,2,955,1,393,3619,normal
evt_00384,5169,1773596368,3,433,0,145,826,normal
evt_01657,3023,1768584055,0,438,0,116,1345,normal
evt_03007,1375,1771090630,5,290,1,95,1886,normal
evt_03101,3207,1773406438,0,375,1,116,486,normal
evt_03599,6722,1771404076,3,319,0,145,16001,normal
evt_03209,8701,1773150661,0,329,0,116,430,normal
evt_01729,4094,1771708338,1,335,0,119,7612,normal
evt_04272,8379,1770659986,5,242,0,95,1777,normal
evt_01027,4992,1771536372,1,321,0,119,1524,normal
evt_00123,8434,1769332094,5,222,1,95,4860,normal
evt_01551,1648,1771281854,6,673,1,206,1850,normal
evt_02427,9153,1768725711,0,393,1,116,1372,normal
evt_00982,3906,1774718675,4,539,1,162,65,normal
evt_04158,6728,1767703903,3,397,0,145,6935,normal
evt_a0008,8295,1767316973,3,459,11,145,4,anomalous
evt_02909,1668,1773571387,3,405,0,145,7890,normal
evt_03316,5507,1774617265,3,362,1,145,2767,normal
evt_03091,6326,1772299001,1,378,1,119,5187,normal
evt_00913,2544,1767524966,1,428,0,119,1910,normal
evt_01418,8401,1767552997,3,626,0,145,1589,normal
evt_01309,1473,1767901501,1,386,0,119,2559,normal
evt_00887,9029,1768724624,4,578,0,162,257,normal
evt_04563,4717,1767291809,1,423,1,119,6382,normal
evt_03071,7276,1770220135,4,452,0,162,193,normal
evt_02310,1416,1770659430,3,514,0,145,13520,normal
evt_02784,9750,1772359674,1,441,1,119,3479,normal
evt_02328,7879,1774855948,0,346,0,116,2509,normal
evt_a0025,1799,1768910947,4,415,16,162,5,anomalous
evt_03546,5249,1772626506,1,429,0,119,804,normal
evt_a0226,4048,1770752167,0,799,0,116,17657,anomalous
evt_01764,5907,1770917418,5,275,1,95,3195,normal
evt_02618,7602,1767281005,2,707,0,393,3003,normal
evt_03835,9438,1769333379,4,605,0,162,1992,normal
evt_00770,8989,1768990558,6,710,0,206,2695,normal
evt_02201,4042,1769359276,2,861,0,393,821,normal
evt_a0126,6287,1774803556,6,698,6,657,7,anomalous
evt_03552,9851,1773633241,6,506,1,206,1152,normal
evt_01636,8105,1769498532,5,277,0,95,976,normal
evt_03938,1816,1768465063,3,400,1,145,1683,normal
evt_02098,8758,1771357915,3,480,0,145,2589,normal
evt_02690,1397,1772549043,3,350,0,145,2008,normal
evt_00278,8489,1767728047,6,476,0,206,2235,normal
evt_01044,8155,1774771762,5,275,0,95,3639,normal
evt_02135,3898,1773995318,5,345,1,95,11199,normal
evt_00036,7939,1770404621,2,849,0,393,7158,normal
evt_a0271,6454,1771140988,6,1257,0,206,772,anomalous
evt_01161,6633,1768396265,2,1084,0,393,2576,normal
evt_03157,2641,1769600413,3,527,0,145,322,normal
evt_01062,3376,1771873030,0,428,0,116,4401,normal
evt_00581,1975,1767366580,2,1018,1,393,397,normal
evt_02836,1976,1773065634,0,486,0,116,1588,normal
evt_00577,6761,1774622306,5,245,1,95,294,normal
evt_01794,1934,1772963763,5,220,0,95,304,normal
evt_03142,2941,1773410558,6,560,0,206,8275,normal
evt_01067,8122,1767385838,4,542,0,162,92,normal
evt_02460,9283,1767687196,2,1069,0,393,642,normal
evt_02004,8111,1773946212,5,291,1,95,2878,normal
evt_03720,8500,1771763898,5,254,1,95,3084,normal
evt_03298,9520,1774189935,4,537,0,162,2390,normal
evt_02238,8906,1768808629,1,458,0,119,2422,normal
evt_a0266,3813,1768119212,5,585,2,95,5770,anomalous
evt_03549,5074,1768741950,0,391,0,116,5483,normal
evt_02101,4427,1773081434,5,273,0,95,202,normal
evt_02670,1053,1767723443,3,336,1,145,3761,normal
evt_01204,6770,1768484984,2,1035,0,393,2652,normal
evt_04489,3486,1768125796,5,254,0,95,131,normal
evt_03514,1818,1767271098,5,294,0,95,1807,normal
evt_01613,4639,1768010291,5,268,0,95,6714,normal
evt_03442,5678,1770127232,2,842,0,393,2240,normal
evt_03213,7778,1771286024,2,929,0,393,2561,normal
evt_00593,9946,1770148430,2,891,1,393,890,normal
evt_02521,6265,1773134816,6,691,0,206,1357,normal
evt_03704,1613,1771247517,3,435,1,145,713,normal
evt_03715,2837,1767626593,0,356,0,116,5616,normal
evt_02256,5195,1773391465,1,338,1,119,780,normal
evt_00439,3527,1772964436,3,432,0,145,871,normal
evt_03925,6243,1770906114,0,363,1,116,7523,normal
evt_00448,7224,1773487371,2,1024,0,393,1612,normal
evt_01949,5960,1767545091,0,463,0,116,2938,normal
evt_02182,1200,1768466076,6,710,0,206,183,normal
evt_00296,5498,1772215434,3,322,0,145,386,normal
evt_01381,1085,1770764098,4,546,1,162,2051,normal
evt_03372,1045,1770299507,0,290,1,116,60,normal
evt_01318,8805,1769353569,3,450,1,145,4674,normal
evt_03812,2489,1768566457,6,435,2,206,7445,normal
evt_01807,8890,1770912658,3,451,2,145,4062,normal
evt_03016,1646,1771598792,3,346,0,145,2022,normal
evt_00807,4304,1773866122,0,304,0,116,1732,normal
evt_02086,3025,1773574041,5,301,0,95,1658,normal
evt_01862,2225,1771692394,5,335,1,95,5041,normal
evt_02527,6922,1772636669,6,565,0,206,8740,normal
evt_03818,3140,1767866606,4,310,0,162,2646,normal
evt_01058,9283,1767809832,1,460,0,119,6222,normal
evt_03676,1572,1767456835,5,364,0,95,2566,normal
evt_00011,2169,1771922986,5,295,0,95,1642,normal
evt_03861,3364,1774872896,1,398,1,119,3205,normal
evt_03600,7043,1771704618,5,254,0,95,5815,normal
evt_a0361,7378,1770776029,3,510,14,145,2,anomalous
evt_01352,5975,1769090474,3,444,0,145,251,normal
evt_01726,4377,1773566300,4,383,0,162,614,normal
evt_02484,5025,1773995593,3,438,0,145,246,normal
evt_01331,9755,1767355254,3,496,0,145,7216,normal
evt_01607,6623,1770141014,0,284,1,116,1175,normal
evt_03267,2755,1767372695,4,635,1,162,1121,normal
evt_01422,7476,1772653769,0,342,0,116,1575,normal
evt_a0272,4840,1772513921,6,1530,0,206,7716,anomalous
evt_04118,6967,1769156290,3,435,0,145,3923,normal
evt_03161,5416,1771670734,5,266,2,95,809,normal
evt_03555,8178,1774160279,3,378,0,145,2187,normal
evt_00361,5706,1769705548,1,400,0,119,3359,normal
evt_03864,6064,1771056962,1,297,0,119,1096,normal
evt_00695,1291,1768048682,3,373,0,145,1905,normal
evt_04419,1600,1768026109,3,375,1,145,1547,normal
evt_01295,3783,1771189195,2,812,0,393,6792,normal
evt_02968,8113,1769871477,1,264,1,119,1532,normal
evt_a0230,8219,1771454988,6,1541,0,206,6698,anomalous
evt_a0042,4263,1768468448,1,262,9,119,4,anomalous
evt_00489,2425,1770681176,6,666,1,206,2587,normal
evt_03339,5118,1774211661,1,298,0,119,6440,normal
evt_03999,2636,1770974841,1,447,0,119,3107,normal
evt_02009,9893,1769522558,6,722,0,206,3271,normal
evt_03669,4875,1767385831,3,401,1,145,14273,normal
evt_02747,2649,1767895234,0,248,0,116,15516,normal
evt_03436,8649,1773319625,6,511,0,206,60,normal
evt_04226,2590,1772537515,1,384,0,119,3519,normal
evt_01691,6605,1770562832,6,627,0,206,3021,normal
evt_03168,3854,1773144863,1,412,1,119,8568,normal
evt_00861,6634,1769438817,1,408,1,119,6275,normal
evt_02312,3042,1767947968,6,592,1,206,7331,normal
evt_00576,6210,1773510023,1,353,0,119,121,normal
evt_a0173,3223,1770910695,6,567,7,718,2,anomalous
evt_04211,3245,1767523080,4,455,2,162,1239,normal
evt_01105,4493,1773156174,6,584,0,206,579,normal
evt_00564,6432,1768251807,6,577,0,206,60,normal
evt_03847,9205,1774100821,2,1170,0,393,703,normal
evt_04344,4668,1769363114,1,358,1,119,2776,normal
evt_04551,3274,1773630356,4,438,0,162,72,normal
evt_03678,3154,1771964811,2,908,0,393,1471,normal
evt_03561,4531,1768784489,0,351,0,116,2140,normal
evt_03405,3090,1767517407,0,399,0,116,3984,normal
evt_01354,2043,1769843728,0,336,0,116,4820,normal
evt_01522,9085,1770487696,1,391,2,119,1350,normal
evt_01568,3660,1768738645,4,465,1,162,1125,normal
evt_03796,8396,1768547636,0,320,0,116,1768,normal
evt_a0313,4077,1769301954,4,434,14,162,10,anomalous
evt_a0111,9518,1767744879,6,438,7,740,5,anomalous
evt_00733,1144,1768130184,3,398,1,145,6296,normal
evt_02000,9115,1767357018,3,291,0,145,4775,normal
evt_03445,8318,1768677381,2,862,0,393,3908,normal
evt_00689,2560,1770571973,5,302,0,95,2378,normal
evt_03115,8644,1773043671,3,438,0,145,3497,normal
evt_02119,8756,1768781749,6,698,2,206,17443,normal
evt_02822,1086,1772566762,3,390,1,145,2223,normal
evt_02068,4799,1774024407,2,942,1,393,198,normal
evt_03458,3418,1768998655,6,723,0,206,8193,normal
evt_01742,2841,1771107319,6,434,0,206,3063,normal
evt_01480,5819,1773399818,4,527,0,162,2862,normal
evt_03102,9978,1768622582,0,325,0,116,3888,normal
evt_02020,8271,1768112035,4,579,0,162,60,normal
evt_02379,5153,1770049443,3,386,2,145,19390,normal
evt_00193,7689,1768107752,2,1044,0,393,5611,normal
evt_02226,9377,1773947461,4,569,0,162,3957,normal
evt_02945,4581,1769166213,6,667,1,206,133,normal
evt_02090,6114,1773319845,6,928,0,206,536,normal
evt_03429,2607,1773000604,4,505,0,162,6615,normal
evt_a0345,1310,1772756417,1,340,11,119,4,anomalous
evt_01411,5225,1770145695,2,1123,0,393,1085,normal
evt_00173,3950,1768546766,3,376,0,145,1382,normal
evt_01265,2850,1769690796,2,1070,0,393,1040,normal
evt_00506,2529,1772270723,2,946,0,393,304,normal
evt_03634,4514,1773579059,1,280,0,119,969,normal
evt_04370,8091,1773369111,1,351,1,119,4709,normal
evt_02637,7034,1772177540,5,227,0,95,4551,normal
evt_a0088,5735,1771172698,2,1050,19,393,2,anomalous
evt_02715,5947,1770279330,5,239,1,95,6891,normal
evt_04167,2471,1770975892,2,927,0,393,1896,normal
evt_00246,2215,1769605433,4,604,0,162,2643,normal
evt_02349,3486,1771596192,4,504,1,162,7983,normal
evt_01875,2815,1767608280,0,400,0,116,3423,normal
evt_03781,4935,1773763443,6,664,0,206,3796,normal
evt_02179,3469,1769432163,3,431,0,145,8938,normal
evt_01802,8046,1774862066,2,972,1,393,6239,normal
evt_02278,7620,1767617045,0,343,1,116,3327,normal
evt_04094,4801,1771599177,2,971,0,393,2734,normal
evt_00502,3139,1771593807,4,502,1,162,3833,normal
evt_a0265,7979,1774932456,0,754,1,116,265,anomalous
evt_00444,9537,1768565368,1,367,0,119,4197,normal
evt_04428,7745,1772536487,2,791,0,393,2391,normal
evt_00996,1582,1772286169,3,424,0,145,236,normal
evt_03845,3257,1772289643,1,273,1,119,2480,normal
evt_a0247,1817,1770158088,2,2111,0,393,376,anomalous
evt_02975,1664,1773861072,5,316,0,95,2699,normal
evt_00620,1635,1770320828,3,329,0,145,5345,normal
evt_a0355,8012,1768527554,3,460,12,145,8,anomalous
evt_04279,7063,1770385155,5,243,0,95,798,normal
evt_03401,1969,1769164395,1,312,2,119,804,normal
evt_03368,9970,1767710937,6,685,0,206,577,normal
evt_02065,4509,1767249484,4,507,0,162,508,normal
evt_00818,5224,1767802502,0,287,0,116,2083,normal
evt_00519,9348,1768653846,4,531,0,162,7659,normal
evt_03978,5937,1773578028,3,430,2,145,2155,normal
evt_03341,5881,1770364994,6,627,0,206,1425,normal
evt_02044,3205,1772991614,3,312,1,145,797,normal
evt_02467,8805,1774541956,5,259,0,95,1750,normal
evt_03707,3974,1768238873,2,893,0,393,181,normal
evt_01029,4869,1768582228,5,281,1,95,4361,normal
evt_03775,7867,1774771723,6,633,0,206,1367,normal
evt_a0334,3960,1768790797,2,1101,15,393,8,anomalous
evt_03494,6986,1770200333,5,265,1,95,204,normal
evt_03425,3406,1769280325,2,857,0,393,1168,normal
evt_04025,3953,1772262694,2,1112,1,393,2247,normal
evt_00022,5315,1774809279,5,213,1,95,12574,normal
evt_03406,3445,1768898936,5,390,0,95,140,normal
evt_01598,2645,1772964799,6,710,1,206,1880,normal
evt_00989,9154,1771058496,5,264,0,95,3283,normal
evt_02218,9229,1771419518,2,878,0,393,6940,normal
evt_04368,4715,1768991139,6,685,1,206,1895,normal
evt_00146,8141,1772197573,4,520,0,162,1893,normal
evt_03899,8268,1771286963,5,215,1,95,2297,normal
evt_03794,4987,1768340306,3,459,2,145,1827,normal
evt_03126,2081,1773507605,6,604,1,206,147,normal
evt_03569,1268,1767978669,5,209,0,95,929,normal
evt_02720,1663,1774553563,3,360,0,145,785,normal
evt_02008,5598,1773435950,0,363,2,116,7967,normal
evt_a0275,2734,1770631063,2,1713,1,393,2339,anomalous
evt_02408,7492,1768916205,1,238,0,119,768,normal
evt_02920,4635,1773511568,5,241,0,95,731,normal
evt_02878,4940,1774273285,1,427,0,119,10698,normal
evt_03136,1124,1768929569,5,271,0,95,4707,normal
evt_00310,3126,1772004066,4,349,0,162,439,normal
evt_00715,6771,1771602332,6,546,1,206,5800,normal
evt_02230,6427,1774037802,0,313,0,116,1298,normal
evt_01855,6782,1770134663,1,208,0,119,19508,normal
evt_03927,2613,1768319533,2,1014,0,393,165,normal
evt_02700,1281,1773481718,1,549,0,119,980,normal
evt_03256,3725,1771041553,2,974,1,393,2370,normal
evt_02852,3244,1769022839,0,393,0,116,819,normal
evt_01160,5266,1770112096,3,362,0,145,60,normal
