record_id,route,station,train_id,scheduled_time,actual_time,weather,day_type,incident_type,incident_note,delay_minutes
0f324a9a-4303-4b27-97db-a007738adafd,Colombo Fort - Galle,Panadura,PM-1482,2025-01-01T18:35:00,2025-01-01T18:52:00,heavy_rain,public_holiday,none,,17.0
468a5505-67f0-45fd-9387-8ef3a32a2c95,Colombo Fort - Batticaloa,Batticaloa,PM-6488,2025-01-01T18:35:00,2025-01-01T18:39:54,fog,weekend,none,,4.9
6bb4fd2f-5b55-44dd-9096-aaff230b0af0,Colombo Fort - Badulla,Colombo Fort,ND-3065,2025-01-01T19:05:00,2025-01-01T19:04:54,clear,weekday,none,,-0.1
53f3e0f7-250a-43ef-82f8-ab9608953000,Colombo Fort - Jaffna,Vavuniya,PM-3902,2025-01-01T19:10:00,2025-01-01T19:24:00,clear,weekend,mechanical,"Brake system fault detected on PM-3902, inspected and cleared at Vavuniya before continuing.",14.0
86780049-1500-483e-97a3-b8db6260fd02,Colombo Fort - Jaffna,Jaffna,IC-5499,2025-01-02T05:35:00,2025-01-02T05:57:00,light_rain,weekday,mechanical,"Brake system fault detected on IC-5499, inspected and cleared at Jaffna before continuing.",22.0
7c2ce59e-65b5-4c28-91c3-3cfe32353cf0,Colombo Fort - Batticaloa,Batticaloa,IC-4284,2025-01-02T06:10:00,2025-01-02T06:15:42,fog,weekend,none,,5.7
0331b6a3-3d73-4595-a77c-b7f05ab6fb15,Colombo Fort - Badulla,Ella,ND-8607,2025-01-02T06:45:00,2025-01-02T06:43:00,clear,weekend,none,,-2.0
2c090f6c-216b-4a98-8861-e128594999f9,Colombo Fort - Badulla,Badulla,ND-2737,2025-01-02T07:20:00,2025-01-02T07:39:18,light_rain,weekday,mechanical,"Brake system fault detected on ND-2737, inspected and cleared at Badulla before continuing.",19.3
0a653214-23f1-43ba-a63b-58d920a78455,Colombo Fort - Kandy,Peradeniya,IC-4425,2025-01-02T07:35:00,2025-01-02T07:36:06,clear,weekday,none,,1.1
8cf56259-3eb2-4fb0-96a3-19d11f689b5b,Colombo Fort - Batticaloa,Batticaloa,IC-7715,2025-01-02T08:15:00,2025-01-02T08:23:18,clear,weekday,none,,8.3
3e72e5a2-7afb-44f6-af09-bcf53cde8677,Colombo Fort - Galle,Colombo Fort,ND-1206,2025-01-02T08:20:00,2025-01-02T08:35:12,clear,weekend,signal_fault,"Signal failure reported near Colombo Fort, trains held for 15 minutes while technicians reset the interlocking system.",15.2
79125da9-b1c1-4f92-9d0b-6d6659769ecc,Colombo Fort - Trincomalee,Trincomalee,ND-1745,2025-01-02T08:50:00,2025-01-02T09:08:12,clear,public_holiday,mechanical,"Locomotive on ND-1745 reported engine overheating near Trincomalee, replacement unit dispatched.",18.2
2710beee-d437-470f-beaf-139ffd504977,Colombo Fort - Trincomalee,Colombo Fort,ND-7697,2025-01-02T09:00:00,2025-01-02T09:17:24,clear,public_holiday,mechanical,"Locomotive on ND-7697 reported engine overheating near Colombo Fort, replacement unit dispatched.",17.4
9c5d8fa0-2d85-4a46-814a-dd817c14058e,Colombo Fort - Jaffna,Anuradhapura,IC-2191,2025-01-02T13:00:00,2025-01-02T13:08:24,clear,weekday,staffing,Platform staff shortage at Anuradhapura slowed boarding and dispatch.,8.4
5f3d5d03-77b5-4d5c-8401-6035343540e8,Colombo Fort - Kandy,Colombo Fort,UD-8516,2025-01-02T15:05:00,2025-01-02T15:25:36,heavy_rain,weekend,mechanical,"Locomotive on UD-8516 reported engine overheating near Colombo Fort, replacement unit dispatched.",20.6
7d3e6c2e-0b35-4660-9961-cdd992880e53,Colombo Fort - Kandy,Peradeniya,ND-5813,2025-01-02T17:35:00,2025-01-02T17:36:00,clear,weekday,none,,1.0
99e13ca3-da25-485b-a99a-8337f7f6accd,Colombo Fort - Batticaloa,Batticaloa,YD-3736,2025-01-02T17:45:00,2025-01-02T17:58:24,light_rain,weekend,weather,Heavy rain near Batticaloa reduced visibility and required speed restrictions on the approach.,13.4
04088c13-fff1-4542-8b55-cb70b3e12e59,Colombo Fort - Batticaloa,Batticaloa,YD-1714,2025-01-02T18:10:00,2025-01-02T18:24:48,clear,weekday,signal_fault,"Automatic signal at Batticaloa stuck on red, manual override required, causing delays through the section.",14.8
4892dc5a-58f1-4158-ab3f-f0fded7facd8,Colombo Fort - Trincomalee,Trincomalee,IC-1982,2025-01-02T18:45:00,2025-01-02T18:49:48,clear,weekday,none,,4.8
c616c2aa-5614-4b32-b31e-a60cf605a39e,Colombo Fort - Galle,Galle,YD-2160,2025-01-02T19:00:00,2025-01-02T19:11:18,clear,weekday,weather,"Flooding risk reported on the track bed near Galle, service ran at reduced speed as a precaution.",11.3
7d209490-c04e-45bf-af2f-685219a579a0,Colombo Fort - Matara,Galle,ND-4014,2025-01-02T19:10:00,2025-01-02T19:13:00,extreme_heat,weekday,none,,3.0
e66a84d3-725c-4e44-9837-9de61eaa474a,Colombo Fort - Matara,Galle,YD-8962,2025-01-02T19:15:00,2025-01-02T19:26:18,light_rain,weekday,signal_fault,"Automatic signal at Galle stuck on red, manual override required, causing delays through the section.",11.3
4392d1ea-f20e-4205-9154-2d2c00e8300b,Colombo Fort - Matara,Galle,PM-4645,2025-01-02T22:35:00,2025-01-02T22:37:06,light_rain,public_holiday,none,,2.1
a218cf38-d04f-4d69-9727-b01ef25999c5,Colombo Fort - Batticaloa,Batticaloa,UD-3200,2025-01-03T06:00:00,2025-01-03T06:05:24,clear,weekend,signal_fault,"Signal failure reported near Batticaloa, trains held for 5 minutes while technicians reset the interlocking system.",5.4
ec1f5e0d-6db7-487c-a088-79968e2ba61a,Colombo Fort - Batticaloa,Polonnaruwa,IC-2735,2025-01-03T06:15:00,2025-01-03T06:31:48,light_rain,weekday,signal_fault,"Signal failure reported near Polonnaruwa, trains held for 16 minutes while technicians reset the interlocking system.",16.8
a4218167-1540-41e8-b037-d7d0cd8cb1da,Colombo Fort - Jaffna,Jaffna,PM-6469,2025-01-03T06:35:00,2025-01-03T06:52:06,extreme_heat,weekend,mechanical,"Brake system fault detected on PM-6469, inspected and cleared at Jaffna before continuing.",17.1
b96570eb-b1a6-44bf-89c2-6d01c5a13d77,Colombo Fort - Jaffna,Vavuniya,PM-7997,2025-01-03T07:10:00,2025-01-03T07:08:00,light_rain,weekday,none,,-2.0
2dae3c0e-8f73-460e-8b41-761f0f08fb5a,Colombo Fort - Galle,Panadura,PM-3474,2025-01-03T07:40:00,2025-01-03T07:49:54,clear,weekday,signal_fault,"Automatic signal at Panadura stuck on red, manual override required, causing delays through the section.",9.9
0fb1d8ba-d9db-41ea-9e38-be846a5bfd47,Colombo Fort - Galle,Colombo Fort,YD-8317,2025-01-03T08:15:00,2025-01-03T08:36:48,light_rain,weekday,mechanical,"Locomotive on YD-8317 reported engine overheating near Colombo Fort, replacement unit dispatched.",21.8
b50347f2-d8c0-4bf5-9d34-52f4b49b4e6c,Colombo Fort - Jaffna,Colombo Fort,ND-8483,2025-01-03T09:20:00,2025-01-03T09:31:54,light_rain,weekday,signal_fault,"Automatic signal at Colombo Fort stuck on red, manual override required, causing delays through the section.",11.9
feac325a-a724-4841-9665-8aea6068baf6,Colombo Fort - Badulla,Nanu Oya,PM-2007,2025-01-03T11:05:00,2025-01-03T11:04:06,clear,weekday,none,,-0.9
649bec2f-7b83-4e4d-8c05-27d86f5c8a9c,Colombo Fort - Badulla,Badulla,YD-3229,2025-01-03T12:35:00,2025-01-03T12:43:18,light_rain,weekday,staffing,Delayed departure from Badulla due to late arrival of relief crew for YD-3229.,8.3
dab6c163-da9c-4904-9a1a-f19c844ff98b,Colombo Fort - Batticaloa,Batticaloa,ND-1894,2025-01-03T17:10:00,2025-01-03T17:14:36,light_rain,weekday,none,,4.6
63bdae83-e79d-4463-a28c-591db0a9e207,Colombo Fort - Batticaloa,Batticaloa,YD-9666,2025-01-03T17:45:00,2025-01-03T17:50:06,clear,weekday,staffing,Delayed departure from Batticaloa due to late arrival of relief crew for YD-9666.,5.1
507d2a42-0f08-4c04-b2c3-89db574d741f,Colombo Fort - Kandy,Peradeniya,UD-5812,2025-01-03T18:10:00,2025-01-03T18:19:36,clear,weekday,signal_fault,"Automatic signal at Peradeniya stuck on red, manual override required, causing delays through the section.",9.6
27630c04-a27d-46f0-a9e2-44428292ca76,Colombo Fort - Kandy,Peradeniya,YD-7602,2025-01-03T18:20:00,2025-01-03T18:21:30,clear,weekday,none,,1.5
c098b8f9-3d30-4716-9b09-87ca7d7c3464,Colombo Fort - Badulla,Colombo Fort,UD-7245,2025-01-03T19:20:00,2025-01-03T19:20:12,light_rain,weekday,none,,0.2
b11e2951-b33d-4c3c-9c25-17d0aefd160b,Colombo Fort - Matara,Matara,YD-6638,2025-01-03T19:45:00,2025-01-03T19:45:12,light_rain,weekday,none,,0.2
84715bdc-f553-46fa-96af-9405bfc4c7cf,Colombo Fort - Jaffna,Jaffna,PM-3723,2025-01-03T19:50:00,2025-01-03T20:03:42,light_rain,weekend,mechanical,"Locomotive on PM-3723 reported engine overheating near Jaffna, replacement unit dispatched.",13.7
f5e8423e-5109-4327-a20e-0edac4b2b88c,Colombo Fort - Kandy,Peradeniya,PM-6056,2025-01-03T22:20:00,2025-01-03T22:22:42,extreme_heat,weekday,none,,2.7
98d202d7-d520-4e3b-8d4e-30a8c854b92c,Colombo Fort - Matara,Matara,YD-5628,2025-01-04T07:15:00,2025-01-04T07:15:48,clear,weekday,none,,0.8
bfb56377-8ef2-4145-8f88-65e4bd1e44a8,Colombo Fort - Kandy,Colombo Fort,IC-6316,2025-01-04T07:20:00,2025-01-04T07:25:24,light_rain,weekday,none,,5.4
179314d0-5294-4c0e-abd0-5005eef6d3c4,Colombo Fort - Matara,Matara,PM-1721,2025-01-04T07:40:00,2025-01-04T07:42:12,clear,public_holiday,none,,2.2
25ac594e-35bf-4392-9188-5d1d8b12cb9a,Colombo Fort - Kandy,Colombo Fort,PM-3468,2025-01-04T13:30:00,2025-01-04T13:33:54,clear,weekend,none,,3.9
6b73f6cd-7be4-4ab9-9141-0859748448cb,Colombo Fort - Matara,Matara,UD-2956,2025-01-04T18:00:00,2025-01-04T18:04:48,clear,public_holiday,none,,4.8
359c7947-40d4-4c4b-af63-3c83ee11ed6a,Colombo Fort - Matara,Galle,UD-8273,2025-01-04T18:05:00,2025-01-04T18:15:24,light_rain,public_holiday,none,,10.4
33a3ebb0-8b2b-41a5-abcf-1bbb36296755,Colombo Fort - Trincomalee,Polgahawela,IC-5573,2025-01-04T18:15:00,2025-01-04T18:15:24,clear,weekday,none,,0.4
feb032de-97b9-4e87-b98a-7fd0d14aec7c,Colombo Fort - Kandy,Colombo Fort,YD-6148,2025-01-04T18:45:00,2025-01-04T19:16:30,heavy_rain,weekday,mechanical,"Brake system fault detected on YD-6148, inspected and cleared at Colombo Fort before continuing.",31.5
db55d95b-bb7f-41f3-84aa-d8801ee4e8cc,Colombo Fort - Trincomalee,Trincomalee,YD-9779,2025-01-05T07:30:00,2025-01-05T07:52:18,heavy_rain,weekend,signal_fault,"Signal failure reported near Trincomalee, trains held for 22 minutes while technicians reset the interlocking system.",22.3
234bf298-8ffd-4bf1-b3a0-701a96a5b550,Colombo Fort - Badulla,Badulla,UD-2778,2025-01-05T07:45:00,2025-01-05T07:52:42,light_rain,weekend,signal_fault,"Signal failure reported near Badulla, trains held for 7 minutes while technicians reset the interlocking system.",7.7
8da4dc77-0a7a-4086-bb0c-b1f09404bd80,Colombo Fort - Jaffna,Jaffna,UD-2765,2025-01-05T08:40:00,2025-01-05T08:59:06,light_rain,weekday,mechanical,"Brake system fault detected on UD-2765, inspected and cleared at Jaffna before continuing.",19.1
2da7b4a4-0e9c-4fb1-b4e9-cd24de0d7e0a,Colombo Fort - Jaffna,Vavuniya,YD-8255,2025-01-05T08:45:00,2025-01-05T08:59:48,clear,weekday,track_obstruction,Fallen tree on the line near Vavuniya required manual clearance before YD-8255 could proceed.,14.8
affe2af3-900e-4bb1-9b6a-d480fcc13f23,Colombo Fort - Galle,Kalutara,PM-4330,2025-01-05T09:40:00,2025-01-05T09:51:18,extreme_heat,public_holiday,none,,11.3
d8f9f70f-a038-43c6-b19e-40ad294e7e77,Colombo Fort - Jaffna,Vavuniya,UD-2486,2025-01-05T13:20:00,2025-01-05T13:33:24,clear,weekday,signal_fault,"Signal failure reported near Vavuniya, trains held for 13 minutes while technicians reset the interlocking system.",13.4
f81cbd8a-a791-413a-8ef1-eb53d6b48e23,Colombo Fort - Batticaloa,Polonnaruwa,ND-9782,2025-01-05T17:50:00,2025-01-05T17:50:42,clear,weekday,none,,0.7
66cdfc76-af17-4cca-9e51-41590a5eddab,Colombo Fort - Matara,Galle,UD-3401,2025-01-05T18:10:00,2025-01-05T18:13:12,clear,weekend,none,,3.2
6c5473af-310e-4616-bb11-b5c40938a667,Colombo Fort - Kandy,Peradeniya,PM-2273,2025-01-05T18:35:00,2025-01-05T18:51:42,clear,weekday,weather,Heavy rain near Peradeniya reduced visibility and required speed restrictions on the approach.,16.7
0371d759-ba0e-4b4a-bf4d-ab9cbf55dd58,Colombo Fort - Batticaloa,Polonnaruwa,YD-3978,2025-01-05T18:40:00,2025-01-05T18:41:36,extreme_heat,weekday,none,,1.6
2403c031-d832-4b78-87b8-eeca31cf7cbb,Colombo Fort - Badulla,Colombo Fort,PM-4941,2025-01-05T19:10:00,2025-01-05T19:10:06,clear,weekday,none,,0.1
69fd84b7-473e-44b7-b1c8-fe003e7f1c91,Colombo Fort - Badulla,Ella,YD-7666,2025-01-06T05:20:00,2025-01-06T05:39:42,clear,weekend,track_obstruction,Fallen tree on the line near Ella required manual clearance before YD-7666 could proceed.,19.7
b46f25cd-15ee-4132-8f6f-cfd77e7e2680,Colombo Fort - Badulla,Colombo Fort,YD-9522,2025-01-06T07:00:00,2025-01-06T07:18:12,light_rain,weekend,mechanical,"Locomotive on YD-9522 reported engine overheating near Colombo Fort, replacement unit dispatched.",18.2
a0d891ee-9770-479c-8eb6-397dd90cb9d8,Colombo Fort - Matara,Colombo Fort,YD-1975,2025-01-06T07:10:00,2025-01-06T07:33:00,heavy_rain,weekend,track_obstruction,Fallen tree on the line near Colombo Fort required manual clearance before YD-1975 could proceed.,23.0
bef2dd75-c443-4bb8-9204-79bb1a40e0cc,Colombo Fort - Badulla,Ella,IC-8147,2025-01-06T07:15:00,2025-01-06T07:18:06,clear,weekday,none,,3.1
aa635957-7cb5-4031-a6de-ec8dae37dc3d,Colombo Fort - Galle,Panadura,PM-4763,2025-01-06T07:20:00,2025-01-06T07:37:42,clear,weekday,mechanical,"Locomotive on PM-4763 reported engine overheating near Panadura, replacement unit dispatched.",17.7
3f19cd0e-99d2-4671-9005-dca3c2ea5dcb,Colombo Fort - Trincomalee,Polgahawela,UD-3679,2025-01-06T08:20:00,2025-01-06T08:19:54,clear,weekday,none,,-0.1
fd874b95-a207-45fb-a0d1-3d9baa005cb7,Colombo Fort - Matara,Galle,YD-7102,2025-01-06T08:20:00,2025-01-06T08:35:12,clear,weekend,track_obstruction,Fallen tree on the line near Galle required manual clearance before YD-7102 could proceed.,15.2
debe65be-1680-4ae7-9e83-76f527fc0aa1,Colombo Fort - Trincomalee,Trincomalee,ND-4658,2025-01-06T09:30:00,2025-01-06T09:38:54,clear,weekend,signal_fault,"Signal failure reported near Trincomalee, trains held for 8 minutes while technicians reset the interlocking system.",8.9
5f7aa77d-2c07-44ed-abd1-96af274f33b7,Colombo Fort - Trincomalee,Trincomalee,UD-3288,2025-01-06T10:05:00,2025-01-06T10:23:00,light_rain,public_holiday,weather,Heavy rain near Trincomalee reduced visibility and required speed restrictions on the approach.,18.0
834bc565-17f6-416d-92c4-8d6a7c16ad53,Colombo Fort - Kandy,Colombo Fort,ND-4584,2025-01-06T14:00:00,2025-01-06T14:09:06,clear,weekday,weather,"Flooding risk reported on the track bed near Colombo Fort, service ran at reduced speed as a precaution.",9.1
ed279df9-3cd9-49dc-b1bb-0a63f85c39da,Colombo Fort - Kandy,Colombo Fort,UD-4266,2025-01-06T17:15:00,2025-01-06T17:26:06,clear,weekday,signal_fault,"Signal failure reported near Colombo Fort, trains held for 11 minutes while technicians reset the interlocking system.",11.1
8abe0ad6-f155-498e-8acc-ff68d71efe76,Colombo Fort - Matara,Galle,UD-8897,2025-01-06T18:35:00,2025-01-06T18:52:06,fog,weekend,track_obstruction,Fallen tree on the line near Galle required manual clearance before UD-8897 could proceed.,17.1
430e6125-8137-48b9-bb0d-52c085180ee0,Colombo Fort - Matara,Colombo Fort,PM-1591,2025-01-06T18:45:00,2025-01-06T18:46:18,clear,weekday,none,,1.3
d957912c-b49e-47ec-8ca6-8b342ecac056,Colombo Fort - Trincomalee,Trincomalee,IC-5368,2025-01-06T18:50:00,2025-01-06T18:59:42,clear,weekday,signal_fault,"Automatic signal at Trincomalee stuck on red, manual override required, causing delays through the section.",9.7
c53d9ebe-83fd-4a5f-9a3e-61a346d228d3,Colombo Fort - Batticaloa,Colombo Fort,ND-5223,2025-01-06T19:00:00,2025-01-06T19:05:30,extreme_heat,weekday,none,,5.5
d6ff9750-d26e-47a4-9978-b0e2d556579a,Colombo Fort - Batticaloa,Polonnaruwa,UD-3552,2025-01-06T19:05:00,2025-01-06T19:29:06,extreme_heat,public_holiday,mechanical,"Brake system fault detected on UD-3552, inspected and cleared at Polonnaruwa before continuing.",24.1
418726ed-205f-42e8-9edf-5aae4048a823,Colombo Fort - Badulla,Colombo Fort,PM-8415,2025-01-06T21:35:00,2025-01-06T21:36:30,clear,weekend,none,,1.5
986bef14-9838-4c64-b10f-b0dfa47ef0a8,Colombo Fort - Batticaloa,Colombo Fort,UD-7755,2025-01-07T07:30:00,2025-01-07T07:42:18,heavy_rain,weekday,weather,Heavy rain near Colombo Fort reduced visibility and required speed restrictions on the approach.,12.3
9ea666b0-4c63-4f92-a4b0-3de7deb1d767,Colombo Fort - Kandy,Peradeniya,PM-1254,2025-01-07T07:30:00,2025-01-07T07:43:18,fog,weekday,weather,"Flooding risk reported on the track bed near Peradeniya, service ran at reduced speed as a precaution.",13.3
9cb25fe7-4f8e-4c78-a58c-0744a9c2763b,Colombo Fort - Galle,Kalutara,IC-7012,2025-01-07T08:00:00,2025-01-07T08:04:06,clear,weekday,none,,4.1
a3c1b064-2f4f-47df-a8c5-4cfd4a45822c,Colombo Fort - Jaffna,Jaffna,YD-3946,2025-01-07T08:15:00,2025-01-07T08:17:18,clear,weekend,none,,2.3
8071b76e-799c-4602-a7cb-b4c26fe720e3,Colombo Fort - Batticaloa,Batticaloa,PM-6394,2025-01-07T17:10:00,2025-01-07T17:09:42,clear,weekday,none,,-0.3
11d2923f-f7fb-4d5e-b37f-f160c761caec,Colombo Fort - Badulla,Badulla,PM-3048,2025-01-07T18:10:00,2025-01-07T18:25:06,light_rain,weekend,signal_fault,"Automatic signal at Badulla stuck on red, manual override required, causing delays through the section.",15.1
2225e53c-2e64-4d73-8c51-5205e83eb63c,Colombo Fort - Batticaloa,Colombo Fort,PM-1906,2025-01-07T18:15:00,2025-01-07T18:29:18,light_rain,weekend,mechanical,"Locomotive on PM-1906 reported engine overheating near Colombo Fort, replacement unit dispatched.",14.3
d036772f-7bf5-4b89-82ff-fbee8ae8ef5a,Colombo Fort - Badulla,Nanu Oya,UD-2965,2025-01-07T18:20:00,2025-01-07T18:42:36,clear,public_holiday,mechanical,"Brake system fault detected on UD-2965, inspected and cleared at Nanu Oya before continuing.",22.6
4e4da147-f7d1-4285-95c8-c3ad96ca0a8c,Colombo Fort - Batticaloa,Batticaloa,PM-6833,2025-01-07T18:20:00,2025-01-07T18:25:06,clear,weekday,staffing,Delayed departure from Batticaloa due to late arrival of relief crew for PM-6833.,5.1
298f3d6a-a762-4a65-95a0-7b1816945f5f,Colombo Fort - Batticaloa,Batticaloa,YD-3000,2025-01-07T19:05:00,2025-01-07T19:22:36,clear,weekend,mechanical,"Locomotive on YD-3000 reported engine overheating near Batticaloa, replacement unit dispatched.",17.6
b4157be2-6841-4ee9-9fb1-20a10ba33bdf,Colombo Fort - Trincomalee,Trincomalee,IC-8366,2025-01-07T22:50:00,2025-01-07T22:58:18,clear,weekday,weather,"Flooding risk reported on the track bed near Trincomalee, service ran at reduced speed as a precaution.",8.3
d5146f7b-5cba-4cf6-a4b5-6a14fd10c8d0,Colombo Fort - Galle,Panadura,IC-1161,2025-01-08T05:05:00,2025-01-08T05:11:18,clear,weekday,staffing,Platform staff shortage at Panadura slowed boarding and dispatch.,6.3
37c18372-48d6-46a5-9d29-24a6dfc4d1b5,Colombo Fort - Matara,Galle,PM-9753,2025-01-08T06:20:00,2025-01-08T06:19:48,clear,weekday,none,,-0.2
caffc13e-29e8-43fc-8355-df3724048cfc,Colombo Fort - Trincomalee,Colombo Fort,UD-6759,2025-01-08T06:20:00,2025-01-08T06:23:00,extreme_heat,weekday,none,,3.0
77b04a37-e5ca-498b-a6c2-66abbcade8e1,Colombo Fort - Batticaloa,Polonnaruwa,ND-4936,2025-01-08T06:45:00,2025-01-08T06:57:18,clear,weekday,track_obstruction,Fallen tree on the line near Polonnaruwa required manual clearance before ND-4936 could proceed.,12.3
e808060b-2f5b-415b-ad03-29f55430df81,Colombo Fort - Batticaloa,Polonnaruwa,UD-4850,2025-01-08T07:10:00,2025-01-08T07:10:48,clear,weekday,none,,0.8
97c369fa-32fa-49e9-8cd4-ef730ccc9acb,Colombo Fort - Galle,Colombo Fort,UD-4144,2025-01-08T07:20:00,2025-01-08T07:18:00,clear,weekday,none,,-2.0
46baff14-264d-416f-96f4-9931acacd4ff,Colombo Fort - Badulla,Badulla,PM-4659,2025-01-08T07:35:00,2025-01-08T07:45:36,clear,weekday,signal_fault,"Signal failure reported near Badulla, trains held for 10 minutes while technicians reset the interlocking system.",10.6
46048fd0-e1ea-4628-abb4-4ef4e0c0f3ac,Colombo Fort - Matara,Colombo Fort,YD-9156,2025-01-08T07:35:00,2025-01-08T07:34:42,clear,weekend,none,,-0.3
d66fffd0-b39f-4447-a8e3-cd849301da5b,Colombo Fort - Trincomalee,Trincomalee,UD-1048,2025-01-08T08:15:00,2025-01-08T08:29:24,clear,weekday,signal_fault,"Automatic signal at Trincomalee stuck on red, manual override required, causing delays through the section.",14.4
fb1fe84b-b7ac-40f1-931a-529f580da04a,Colombo Fort - Batticaloa,Colombo Fort,PM-1265,2025-01-08T08:15:00,2025-01-08T08:18:36,clear,weekend,none,,3.6
cb5ccd28-ac24-48c9-ba13-c929e1a5c0f7,Colombo Fort - Badulla,Ella,ND-9744,2025-01-08T08:30:00,2025-01-08T08:44:12,clear,weekday,signal_fault,"Automatic signal at Ella stuck on red, manual override required, causing delays through the section.",14.2
8328f747-cb35-446d-9566-4f885729b286,Colombo Fort - Trincomalee,Trincomalee,YD-7691,2025-01-08T08:50:00,2025-01-08T08:59:06,heavy_rain,public_holiday,none,,9.1
20423c48-6880-4d07-8907-7afbf23beba1,Colombo Fort - Galle,Kalutara,PM-5670,2025-01-08T09:10:00,2025-01-08T09:12:36,fog,weekend,none,,2.6
802b57d9-2aa3-482e-b1bb-13264fd8a0d5,Colombo Fort - Kandy,Kandy,YD-8399,2025-01-08T12:45:00,2025-01-08T12:49:06,heavy_rain,weekday,none,,4.1
2e8cdef4-df20-490f-8fbc-a692da6d59c2,Colombo Fort - Kandy,Peradeniya,PM-7991,2025-01-08T15:45:00,2025-01-08T15:53:12,clear,weekday,staffing,Delayed departure from Peradeniya due to late arrival of relief crew for PM-7991.,8.2
